timestamp,value,mean,std,upper,lower,anomaly,severity
2026-05-05 18:37:44,50.92,,,,,0,0.0
2026-05-05 18:37:44,73.93,,,,,0,0.0
2026-05-05 18:37:44,75.4,,,,,0,0.0
2026-05-05 18:37:45,61.61,,,,,0,0.0
2026-05-05 18:37:45,49.99,,,,,0,0.0
2026-05-05 18:37:46,52.31,,,,,0,0.0
2026-05-05 18:37:46,52.93,,,,,0,0.0
2026-05-05 18:37:47,49.33,,,,,0,0.0
2026-05-05 18:37:48,46.57,,,,,0,0.0
2026-05-05 18:37:48,46.44,55.943,10.193,86.523,25.363,0,0.93
2026-05-05 18:37:49,41.15,54.598,10.609,86.424,22.772,0,1.27
2026-05-05 18:37:49,37.6,53.182,11.191,86.755,19.609,0,1.39
2026-05-05 18:37:50,45.52,52.592,10.944,85.425,19.76,0,0.65
2026-05-05 18:37:50,60.16,53.133,10.725,85.307,20.959,0,0.66
2026-05-05 18:37:51,66.83,54.046,10.91,86.775,21.317,0,1.17
2026-05-05 18:37:51,60.26,54.434,10.67,86.444,22.425,0,0.55
2026-05-05 18:37:52,45.48,53.908,10.564,85.598,22.217,0,0.8
2026-05-05 18:37:52,35.23,52.87,11.122,86.235,19.505,0,1.59
2026-05-05 18:37:53,36.96,52.033,11.393,86.212,17.853,0,1.32
2026-05-05 18:37:53,49.62,51.912,11.117,85.263,18.561,0,0.21
2026-05-05 18:37:54,64.52,52.512,11.176,86.042,18.983,0,1.07
2026-05-05 18:37:54,69.77,53.297,11.496,87.785,18.809,0,1.43
2026-05-05 18:37:55,60.56,53.613,11.34,87.634,19.591,0,0.61
2026-05-05 18:37:55,44.26,53.223,11.258,86.997,19.449,0,0.8
2026-05-05 18:37:56,33.75,52.444,11.672,87.46,17.428,0,1.6
2026-05-05 18:37:56,34.95,51.771,11.929,87.559,15.983,0,1.41
2026-05-05 18:37:57,48.02,51.632,11.728,86.816,16.449,0,0.31
2026-05-05 18:37:57,64.22,52.082,11.751,87.335,16.829,0,1.03
2026-05-05 18:37:58,70.77,52.726,12.04,88.845,16.607,0,1.5
2026-05-05 18:37:58,62.51,53.052,11.967,88.953,17.152,0,0.79
2026-05-05 18:37:59,46.27,52.897,12.023,88.968,16.827,0,0.55
2026-05-05 18:37:59,32.95,51.531,11.883,87.181,15.881,0,1.56
2026-05-05 18:38:00,31.93,50.082,11.53,84.671,15.494,0,1.57
2026-05-05 18:38:00,43.87,49.491,11.377,83.622,15.36,0,0.49
2026-05-05 18:38:01,60.01,49.825,11.533,84.424,15.226,0,0.88
2026-05-05 18:38:01,69.34,50.393,12.049,86.539,14.246,0,1.57
2026-05-05 18:38:02,64.69,50.785,12.313,87.725,13.845,0,1.13
2026-05-05 18:38:02,48.99,50.773,12.315,87.718,13.829,0,0.14
2026-05-05 18:38:03,33.77,50.347,12.67,88.356,12.338,0,1.31
2026-05-05 18:38:03,30.36,49.811,13.155,89.274,10.347,0,1.48
2026-05-05 18:38:04,39.93,49.77,13.183,89.319,10.221,0,0.75
2026-05-05 18:38:04,56.3,50.393,13.034,89.496,11.291,0,0.45
2026-05-05 18:38:05,67.36,51.121,13.348,91.165,11.078,0,1.22
2026-05-05 18:38:05,65.67,51.305,13.508,91.829,10.781,0,1.06
2026-05-05 18:38:06,51.79,50.804,13.198,90.397,11.21,0,0.07
2026-05-05 18:38:06,37.03,50.029,13.301,89.934,10.125,0,0.98
2026-05-05 18:38:07,32.49,49.596,13.649,90.544,8.648,0,1.25
2026-05-05 18:38:07,40.69,49.778,13.492,90.255,9.302,0,0.67
2026-05-05 18:38:08,56.34,50.424,13.326,90.402,10.447,0,0.44
2026-05-05 18:38:08,67.66,51.026,13.678,92.061,9.991,0,1.22
2026-05-05 18:38:09,66.45,51.09,13.746,92.328,9.852,0,1.12
2026-05-05 18:38:09,52.57,50.517,13.307,90.436,10.597,0,0.15
2026-05-05 18:38:10,37.36,49.743,13.374,89.867,9.62,0,0.93
2026-05-05 18:38:10,32.05,49.336,13.716,90.486,8.187,0,1.26
2026-05-05 18:38:11,40.26,49.553,13.518,90.108,8.999,0,0.69
2026-05-05 18:38:12,54.58,50.208,13.268,90.013,10.403,0,0.33
2026-05-05 18:38:12,64.39,50.753,13.502,91.258,10.248,0,1.01
2026-05-05 18:38:13,62.12,50.683,13.437,90.994,10.372,0,0.85
2026-05-05 18:38:13,49.38,49.97,12.909,88.698,11.242,0,0.05
2026-05-05 18:38:14,37.05,49.122,12.894,87.804,10.44,0,0.94
2026-05-05 18:38:14,35.4,48.759,13.12,88.119,9.4,0,1.02
2026-05-05 18:38:15,45.59,49.181,12.804,87.594,10.767,0,0.28
2026-05-05 18:38:15,60.55,50.135,12.547,87.776,12.493,0,0.83
2026-05-05 18:38:16,70.08,51.008,12.985,89.965,12.052,0,1.47
2026-05-05 18:38:16,64.68,51.164,13.12,90.523,11.805,0,1.03
2026-05-05 18:38:17,48.97,50.485,12.681,88.529,12.441,0,0.12
2026-05-05 18:38:17,35.66,49.517,12.668,87.521,11.513,0,1.09
2026-05-05 18:38:18,34.41,49.031,12.955,87.897,10.165,0,1.13
2026-05-05 18:38:18,44.26,49.381,12.677,87.413,11.349,0,0.4
2026-05-05 18:38:19,59.73,50.36,12.299,87.257,13.463,0,0.76
2026-05-05 18:38:19,68.77,51.321,12.57,89.032,13.61,0,1.39
2026-05-05 18:38:20,64.83,51.606,12.775,89.929,13.282,0,1.04
2026-05-05 18:38:20,49.35,51.005,12.439,88.322,13.689,0,0.13
2026-05-05 18:38:21,34.45,49.965,12.474,87.388,12.542,0,1.24
2026-05-05 18:38:21,31.84,49.3,12.884,87.953,10.647,0,1.36
2026-05-05 18:38:22,42.09,49.468,12.755,87.734,11.203,0,0.58
2026-05-05 18:38:22,57.45,50.3,12.43,87.591,13.009,0,0.58
2026-05-05 18:38:23,67.51,51.194,12.669,89.202,13.187,0,1.29
2026-05-05 18:38:23,65.0,51.483,12.88,90.123,12.843,0,1.05
2026-05-05 18:38:24,50.32,50.905,12.525,88.481,13.329,0,0.05
2026-05-05 18:38:24,35.29,49.866,12.485,87.322,12.411,0,1.17
2026-05-05 18:38:25,30.23,49.122,12.959,87.998,10.245,0,1.46
2026-05-05 18:38:25,39.16,49.182,12.908,87.907,10.457,0,0.78
2026-05-05 18:38:26,55.79,49.973,12.557,87.643,12.303,0,0.46
2026-05-05 18:38:26,69.25,50.939,12.883,89.589,12.289,0,1.42
2026-05-05 18:38:27,69.89,51.45,13.313,91.39,11.509,0,1.39
2026-05-05 18:38:27,57.05,51.205,13.14,90.624,11.786,0,0.44
2026-05-05 18:38:28,39.73,50.459,13.134,89.862,11.055,0,0.82
2026-05-05 18:38:29,29.07,49.782,13.684,90.835,8.728,0,1.51
2026-05-05 18:38:29,31.81,49.607,13.878,91.241,7.973,0,1.28
2026-05-05 18:38:30,46.46,49.976,13.641,90.897,9.054,0,0.26
2026-05-05 18:38:30,64.07,50.592,13.844,92.125,9.059,0,0.97
2026-05-05 18:38:31,72.86,51.002,14.308,93.926,8.078,0,1.53
2026-05-05 18:38:31,66.9,50.896,14.178,93.429,8.363,0,1.13
2026-05-05 18:38:32,50.69,50.43,13.945,92.264,8.596,0,0.02
2026-05-05 18:38:32,35.8,49.991,14.189,92.557,7.424,0,1.0
2026-05-05 18:38:33,32.07,49.871,14.324,92.842,6.9,0,1.24
2026-05-05 18:38:33,41.15,50.096,14.131,92.489,7.703,0,0.63
2026-05-05 18:38:34,57.07,50.523,14.142,92.948,8.097,0,0.46
2026-05-05 18:38:34,69.05,50.833,14.44,94.153,7.514,0,1.26
2026-05-05 18:38:35,67.45,50.789,14.387,93.95,7.628,0,1.16
2026-05-05 18:38:35,53.35,50.407,14.159,92.885,7.929,0,0.21
2026-05-05 18:38:36,37.33,50.006,14.352,93.063,6.949,0,0.88
2026-05-05 18:38:36,30.8,49.884,14.498,93.38,6.389,0,1.32
2026-05-05 18:38:37,37.62,50.077,14.294,92.96,7.194,0,0.87
2026-05-05 18:38:37,53.69,50.464,14.23,93.153,7.774,0,0.23
2026-05-05 18:38:38,68.43,50.83,14.543,94.457,7.202,0,1.21
2026-05-05 18:38:38,71.84,50.974,14.728,95.157,6.791,0,1.42
2026-05-05 18:38:39,60.8,50.834,14.613,94.674,6.994,0,0.68
2026-05-05 18:38:39,42.58,50.576,14.688,94.64,6.512,0,0.54
2026-05-05 18:38:40,29.45,50.381,14.926,95.16,5.603,0,1.4
2026-05-05 18:38:40,29.39,50.353,14.965,95.247,5.459,0,1.4
2026-05-05 18:38:41,42.11,50.452,14.9,95.153,5.751,0,0.56
2026-05-05 18:38:42,58.89,50.555,14.948,95.398,5.712,0,0.56
2026-05-05 18:38:42,68.38,50.526,14.912,95.263,5.789,0,1.2
2026-05-05 18:38:43,64.52,50.347,14.71,94.476,6.218,0,0.96
2026-05-05 18:38:43,49.85,50.107,14.657,94.078,6.136,0,0.02
2026-05-05 18:38:44,33.96,49.915,14.829,94.401,5.429,0,1.08
2026-05-05 18:38:44,29.1,49.916,14.827,94.397,5.434,0,1.4
2026-05-05 18:38:45,38.29,50.132,14.607,93.954,6.309,0,0.81
2026-05-05 18:38:45,54.55,50.401,14.612,94.237,6.566,0,0.28
2026-05-05 18:38:46,66.63,50.487,14.699,94.583,6.391,0,1.1
2026-05-05 18:38:46,66.91,50.288,14.433,93.588,6.989,0,1.15
2026-05-05 18:38:47,54.14,49.863,14.122,92.229,7.497,0,0.3
2026-05-05 18:38:47,37.15,49.412,14.304,92.322,6.501,0,0.86
2026-05-05 18:38:48,27.8,49.145,14.626,93.022,5.268,0,1.46
2026-05-05 18:38:48,32.89,49.172,14.595,92.956,5.388,0,1.12
2026-05-05 18:38:49,48.84,49.429,14.519,92.985,5.872,0,0.04
2026-05-05 18:38:49,66.0,49.726,14.762,94.012,5.441,0,1.1
2026-05-05 18:38:50,73.54,49.876,14.978,94.811,4.941,0,1.58
2026-05-05 18:38:50,66.63,49.849,14.947,94.689,5.008,0,1.12
2026-05-05 18:38:51,49.47,49.719,14.933,94.518,4.921,0,0.02
2026-05-05 18:38:52,34.09,49.611,15.033,94.712,4.511,0,1.03
2026-05-05 18:38:52,29.44,49.566,15.092,94.842,4.29,0,1.33
2026-05-05 18:38:53,38.36,49.591,15.073,94.81,4.372,0,0.75
2026-05-05 18:38:53,55.86,49.663,15.098,94.956,4.37,0,0.41
2026-05-05 18:38:54,72.16,49.787,15.266,95.586,3.989,0,1.47
2026-05-05 18:38:54,75.72,49.917,15.468,96.319,3.514,0,1.67
2026-05-05 18:38:55,64.56,50.042,15.57,96.752,3.332,0,0.93
2026-05-05 18:38:55,46.36,50.168,15.524,96.741,3.595,0,0.25
2026-05-05 18:38:56,33.05,50.288,15.377,96.419,4.157,0,1.12
2026-05-05 18:38:56,32.23,50.383,15.256,96.152,4.613,0,1.19
2026-05-05 18:38:57,43.96,50.444,15.227,96.124,4.765,0,0.43
2026-05-05 18:38:57,59.76,50.473,15.243,96.204,4.743,0,0.61
2026-05-05 18:38:58,68.43,50.475,15.245,96.211,4.739,0,1.18
2026-05-05 18:38:58,63.51,50.441,15.215,96.088,4.795,0,0.86
2026-05-05 18:38:59,48.21,50.387,15.22,96.048,4.725,0,0.14
2026-05-05 18:38:59,34.04,50.389,15.218,96.042,4.737,0,1.07
2026-05-05 18:39:00,31.55,50.471,15.109,95.799,5.143,0,1.25
2026-05-05 18:39:00,42.03,50.596,15.023,95.666,5.525,0,0.57
2026-05-05 18:39:01,58.45,50.726,15.074,95.947,5.504,0,0.51
2026-05-05 18:39:01,70.02,50.839,15.205,96.453,5.224,0,1.26
2026-05-05 18:39:02,67.48,50.858,15.225,96.533,5.182,0,1.09
2026-05-05 18:39:03,52.81,50.813,15.218,96.466,5.161,0,0.13
2026-05-05 18:39:03,35.73,50.766,15.262,96.552,4.98,0,0.99
2026-05-05 18:39:04,28.55,50.791,15.225,96.466,5.116,0,1.46
2026-05-05 18:39:04,35.01,50.862,15.146,96.301,5.422,0,1.05
2026-05-05 18:39:05,51.27,50.943,15.142,96.369,5.517,0,0.02
2026-05-05 18:39:05,66.01,50.943,15.142,96.37,5.516,0,1.0
2026-05-05 18:39:06,69.44,50.806,14.955,95.672,5.941,0,1.25
2026-05-05 18:39:06,58.65,50.54,14.741,94.762,6.318,0,0.55
2026-05-05 18:39:07,42.39,50.304,14.812,94.742,5.867,0,0.53
2026-05-05 18:39:07,32.33,50.246,14.88,94.885,5.606,0,1.2
2026-05-05 18:39:08,34.88,50.427,14.657,94.397,6.457,0,1.06
2026-05-05 18:39:08,48.79,50.775,14.489,94.242,7.307,0,0.14
2026-05-05 18:39:09,63.76,51.038,14.65,94.988,7.088,0,0.87
2026-05-05 18:39:09,69.06,50.935,14.511,94.467,7.402,0,1.25
2026-05-05 18:39:10,60.18,50.417,13.881,92.058,8.775,0,0.7
2026-05-05 18:39:10,44.25,49.74,13.668,90.743,8.736,0,0.4
2026-05-05 18:39:11,33.18,49.3,13.978,91.234,7.367,0,1.15
2026-05-05 18:39:11,34.73,49.356,13.916,91.104,7.609,0,1.05
2026-05-05 18:39:12,47.39,49.862,13.555,90.528,9.196,0,0.18
2026-05-05 18:39:12,63.84,50.524,13.735,91.73,9.318,0,0.97
2026-05-05 18:39:13,71.68,50.922,14.163,93.409,8.434,0,1.47
2026-05-05 18:39:13,64.58,50.793,14.02,92.853,8.733,0,0.98
2026-05-05 18:39:14,47.96,50.275,13.826,91.754,8.796,0,0.17
2026-05-05 18:39:15,33.79,49.794,14.137,92.205,7.383,0,1.13
2026-05-05 18:39:15,31.18,49.699,14.252,92.455,6.943,0,1.3
2026-05-05 18:39:16,41.38,50.027,13.941,91.849,8.205,0,0.62
2026-05-05 18:39:16,58.46,50.574,13.938,92.39,8.759,0,0.57
2026-05-05 18:39:17,70.33,50.97,14.32,93.931,8.01,0,1.35
2026-05-05 18:39:17,68.0,50.903,14.235,93.608,8.198,0,1.2
2026-05-05 18:39:18,53.63,50.441,13.911,92.173,8.709,0,0.23
2026-05-05 18:39:18,38.01,49.948,14.079,92.186,7.71,0,0.85
2026-05-05 18:39:19,31.33,49.801,14.249,92.547,7.056,0,1.3
2026-05-05 18:39:19,37.62,50.104,13.886,91.762,8.445,0,0.9
2026-05-05 18:39:20,53.82,50.731,13.612,91.568,9.894,0,0.23
2026-05-05 18:39:20,68.15,51.293,13.967,93.195,9.392,0,1.21
2026-05-05 18:39:21,70.93,51.457,14.167,93.957,8.958,0,1.37
2026-05-05 18:39:21,59.43,51.124,13.854,92.684,9.563,0,0.6
2026-05-05 18:39:22,41.85,50.564,13.877,92.196,8.931,0,0.63
2026-05-05 18:39:22,29.06,50.119,14.338,93.133,7.106,0,1.47
2026-05-05 18:39:23,29.72,50.032,14.453,93.391,6.673,0,1.41
2026-05-05 18:39:23,42.84,50.298,14.244,93.029,7.566,0,0.52
2026-05-05 18:39:24,60.01,50.672,14.346,93.711,7.633,0,0.65
2026-05-05 18:39:24,70.37,50.892,14.594,94.675,7.109,0,1.33
2026-05-05 18:39:25,66.76,50.815,14.504,94.329,7.302,0,1.1
2026-05-05 18:39:25,51.77,50.535,14.402,93.74,7.33,0,0.09
2026-05-05 18:39:26,36.14,50.265,14.592,94.04,6.489,0,0.97
2026-05-05 18:39:27,31.58,50.211,14.657,94.183,6.24,0,1.27
2026-05-05 18:39:27,39.78,50.38,14.507,93.899,6.86,0,0.73
2026-05-05 18:39:28,55.42,50.647,14.523,94.216,7.078,0,0.33
2026-05-05 18:39:28,67.17,50.758,14.636,94.665,6.851,0,1.12
2026-05-05 18:39:29,66.18,50.575,14.405,93.79,7.36,0,1.08
2026-05-05 18:39:29,52.91,50.186,14.177,92.718,7.654,0,0.19
2026-05-05 18:39:30,37.92,49.851,14.344,92.882,6.821,0,0.83
2026-05-05 18:39:30,32.12,49.796,14.409,93.022,6.569,0,1.23
2026-05-05 18:39:31,39.63,50.077,14.122,92.443,7.712,0,0.74
2026-05-05 18:39:31,55.77,50.557,14.063,92.745,8.369,0,0.37
2026-05-05 18:39:32,69.1,50.912,14.388,94.075,7.748,0,1.26
2026-05-05 18:39:32,69.85,50.896,14.367,93.995,7.796,0,1.32
2026-05-05 18:39:33,56.97,50.528,14.062,92.714,8.342,0,0.46
2026-05-05 18:39:33,39.39,50.053,14.189,92.62,7.486,0,0.75
2026-05-05 18:39:34,28.66,49.742,14.548,93.387,6.097,0,1.45
2026-05-05 18:39:34,31.77,49.756,14.53,93.346,6.167,0,1.24
2026-05-05 18:39:35,46.53,50.053,14.369,93.16,6.946,0,0.25
2026-05-05 18:39:35,63.33,50.37,14.552,94.027,6.713,0,0.89
2026-05-05 18:39:36,72.12,50.503,14.73,94.694,6.312,0,1.47
2026-05-05 18:39:36,66.71,50.362,14.554,94.023,6.701,0,1.12
2026-05-05 18:39:37,50.26,50.056,14.456,93.424,6.688,0,0.01
2026-05-05 18:39:38,35.11,49.832,14.633,93.731,5.932,0,1.01
2026-05-05 18:39:38,30.31,49.873,14.576,93.6,6.147,0,1.34
2026-05-05 18:39:38,38.84,50.177,14.243,92.907,7.447,0,0.8
